#taille	%medParfaiteBF	%réussite	%OptimaleH	moyErreur
4			23.66			100			100			0
5			24.06			100			99.9		0.08
6			25.04			100			99.68		0.32
7			23.68			100			97.97		2.03
8			24.88			100			95.42		4.58
9			24.5			100			90.28		9.71
10			24.9			100			82.65		17.35
11			25.5			100			77.73		22.27

